8309.000000000,0.491954254,0.508045746
9017.000000000,0.482495076,0.517504924
10709.000000000,0.487655292,0.512344708
3475.000000000,0.500000000,0.500000000
10140.000000000,0.492428313,0.507571687
266.000000000,0.493602283,0.506397717
12749.000000000,0.488231383,0.511768617
5826.000000000,0.489689814,0.510310186
1191.000000000,0.491333387,0.508666613
4810.000000000,0.488643452,0.511356548
3794.000000000,0.488133300,0.511866700
8142.000000000,0.500000000,0.500000000
6986.000000000,0.486049903,0.513950097
690.000000000,0.490539099,0.509460901
1009.000000000,0.491373890,0.508626110
5522.000000000,0.488611990,0.511388010
7704.000000000,0.490375882,0.509624118
1471.000000000,0.492351374,0.507648626
6808.000000000,0.493764611,0.506235389
2255.000000000,0.488408684,0.511591316
4134.000000000,0.490289518,0.509710482
4066.000000000,0.488296474,0.511703526
4394.000000000,0.500000000,0.500000000
10876.000000000,0.492871319,0.507128681
13348.000000000,0.491419194,0.508580806
3705.000000000,0.490492325,0.509507675
12302.000000000,0.494623935,0.505376065
10471.000000000,0.500000000,0.500000000
6690.000000000,0.500000000,0.500000000
5606.000000000,0.493769089,0.506230911
7367.000000000,0.492549810,0.507450190
9253.000000000,0.500000000,0.500000000
11387.000000000,0.500000000,0.500000000
2648.000000000,0.485904421,0.514095579
4063.000000000,0.490510823,0.509489177
7034.000000000,0.493351482,0.506648518
8326.000000000,0.500000000,0.500000000
3263.000000000,0.493098737,0.506901263
4155.000000000,0.486036137,0.513963863
12813.000000000,0.489696409,0.510303591
12462.000000000,0.490147074,0.509852926
9802.000000000,0.500000000,0.500000000
2160.000000000,0.488180877,0.511819123
6746.000000000,0.493589683,0.506410317
12306.000000000,0.494695048,0.505304952
8405.000000000,0.484746250,0.515253750
1591.000000000,0.493264298,0.506735702
3932.000000000,0.494958485,0.505041515
2947.000000000,0.500000000,0.500000000
7976.000000000,0.491893644,0.508106356
12731.000000000,0.489830621,0.510169379
9885.000000000,0.493063473,0.506936527
348.000000000,0.488676580,0.511323420
13145.000000000,0.489508045,0.510491955
12077.000000000,0.490829425,0.509170575
1116.000000000,0.489567745,0.510432255
10301.000000000,0.500000000,0.500000000
12985.000000000,0.500000000,0.500000000
4477.000000000,0.494029925,0.505970075
10741.000000000,0.488794023,0.511205977
4387.000000000,0.485746001,0.514253999
9320.000000000,0.486627416,0.513372584
2980.000000000,0.493295943,0.506704057
1156.000000000,0.491205631,0.508794369
12358.000000000,0.488477262,0.511522738
2184.000000000,0.494512282,0.505487718
3406.000000000,0.491988916,0.508011084
4545.000000000,0.488695277,0.511304723
10857.000000000,0.492689477,0.507310523
1930.000000000,0.490415491,0.509584509
1789.000000000,0.487439349,0.512560651
1006.000000000,0.487053817,0.512946183
11675.000000000,0.491447353,0.508552647
11955.000000000,0.486054719,0.513945281
7719.000000000,0.492535776,0.507464224
5354.000000000,0.484970482,0.515029518
9687.000000000,0.494063040,0.505936960
36.000000000,0.485562021,0.514437979
892.000000000,0.486787486,0.513212514
10342.000000000,0.488144929,0.511855071
10259.000000000,0.493010803,0.506989197
9538.000000000,0.500000000,0.500000000
4975.000000000,0.491839244,0.508160756
10375.000000000,0.489423459,0.510576541
3902.000000000,0.482728760,0.517271240
6905.000000000,0.490270389,0.509729611
